"Nome Lavoura","Ano","Sigla Região Geográfica IBGE","Sigla UF IBGE","Nome Mesorregião","Nome Microrregião","Nome Município IBGE","Área Colhida","Qtd.Produzida","Valor Produção (Moeda em Real)"
"Soja (em grão)","2015","S","RS","Noroeste Rio-grandense","Cerro Largo","Roque Gonzales","7,268","18,78","18467"
"Soja (em grão)","2013","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Alpestre","0,238","0,579","571"
"Soja (em grão)","2001","S","PR","Norte Central Paranaense","Porecatu","Florestópolis","3,3","9,9","2970"
"Soja (em grão)","2017","S","RS","Metropolitana de Porto Alegre","Montenegro","Maratá","","",""
"Soja (em grão)","1996","S","RS","Noroeste Rio-grandense","Carazinho","Pinhal","1,8","2,016","460"
"Soja (em grão)","1991","S","PR","Centro Oriental Paranaense","Telêmaco Borba","Ortigueira","2,6","4,68","0,0822538181818182"
"Soja (em grão)","2018","S","SC","Sul Catarinense","Tubarão","Treze de Maio","0,02","0,054",""
"Soja (em grão)","1998","S","RS","Noroeste Rio-grandense","Ijuí","Inhacorá","6,7","12,864","2689"
"Soja (em grão)","2005","S","RS","Metropolitana de Porto Alegre","Camaquã","Dom Feliciano","","",""
"Soja (em grão)","2000","S","PR","Norte Central Paranaense","Porecatu","Primeiro de Maio","16,5","30,69","8470"
"Soja (em grão)","1997","S","SC","Oeste Catarinense","Chapecó","Jardinópolis","0,03","0,036","9"
"Soja (em grão)","1993","S","RS","Metropolitana de Porto Alegre","São Jerônimo","Minas do Leão","0,45","1,2","4,49454545454545"
"Soja (em grão)","2016","S","PR","Noroeste Paranaense","Umuarama","Perobal","10,78","31,17","34942"
"Soja (em grão)","1999","S","RS","Noroeste Rio-grandense","Soledade","São José do Herval","0,1","0,18","49"
"Soja (em grão)","1993","S","SC","Oeste Catarinense","Joaçaba","Fraiburgo","","",""
"Soja (em grão)","2006","S","RS","Nordeste Rio-grandense","Guaporé","Arvorezinha","0,48","0,864","309"
"Soja (em grão)","2008","S","RS","Noroeste Rio-grandense","Erechim","Paulo Bento","6,9","16,56","10751"
"Soja (em grão)","2009","S","SC","Oeste Catarinense","São Miguel do Oeste","Belmonte","0,6","0,9","630"
"Soja (em grão)","2017","S","SC","Oeste Catarinense","Xanxerê","Passos Maia","6","25,2","24091"
"Soja (em grão)","2005","S","RS","Sudoeste Rio-grandense","Campanha Meridional","Lavras do Sul","8","12,48","5306"
"Soja (em grão)","1998","S","PR","Metropolitana de Curitiba","Rio Negro","Rio Negro","0,355","0,817","174"
"Soja (em grão)","2010","S","RS","Noroeste Rio-grandense","Erechim","São Valentim","2,5","8,25","4372"
"Soja (em grão)","1994","S","PR","Noroeste Paranaense","Umuarama","Perobal","","",""
"Soja (em grão)","1992","S","SC","Oeste Catarinense","Xanxerê","Xanxerê","12","28,8","4,45090909090909"
"Soja (em grão)","1995","S","SC","Serrana","Campos de Lages","Otacílio Costa","0,2","0,48","82"
"Soja (em grão)","2000","S","RS","Noroeste Rio-grandense","Passo Fundo","Ronda Alta","22","46,2","13860"
"Soja (em grão)","1994","S","PR","Noroeste Paranaense","Paranavaí","Itaúna do Sul","","",""
"Soja (em grão)","2014","S","SC","Vale do Itajaí","Rio do Sul","Rio do Campo","0,5","1,5","1599"
"Soja (em grão)","2002","S","PR","Norte Central Paranaense","Ivaiporã","Grandes Rios","0,3","0,72","302"
"Soja (em grão)","2001","S","PR","Norte Pioneiro Paranaense","Cornélio Procópio","Abatiá","1,5","3,75","1125"
"Soja (em grão)","1995","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Relvado","0,01","0,017","3"
"Soja (em grão)","1991","S","RS","Centro Oriental Rio-grandense","Cachoeira do Sul","Novo Cabrais","","",""
"Soja (em grão)","2016","S","PR","Noroeste Paranaense","Paranavaí","Itaúna do Sul","0,06","0,192","192"
"Soja (em grão)","2018","S","PR","Oeste Paranaense","Toledo","Quatro Pontes","9,2","33,12",""
"Soja (em grão)","2010","S","PR","Centro Ocidental Paranaense","Campo Mourão","Terra Boa","14,3","42,9","21578"
"Soja (em grão)","2013","S","PR","Norte Central Paranaense","Maringá","Paiçandu","9,43","31,591","28527"
"Soja (em grão)","1992","S","PR","Norte Central Paranaense","Ivaiporã","São João do Ivaí","3,85","8,085","1,99332"
"Soja (em grão)","2011","S","RS","Centro Oriental Rio-grandense","Cachoeira do Sul","Paraíso do Sul","1","2,58","1718"
"Soja (em grão)","1990","S","SC","Oeste Catarinense","Joaçaba","Rio das Antas","0,2","0,36","0,00327272727272727"
"Soja (em grão)","1991","S","RS","Noroeste Rio-grandense","Santa Rosa","Alecrim","9","4,5","0,0779945454545455"
"Soja (em grão)","2012","S","RS","Noroeste Rio-grandense","Erechim","Benjamin Constant do Sul","0,85","0,51","454"
"Soja (em grão)","1996","S","PR","Oeste Paranaense","Toledo","Formosa do Oeste","10,5","28,35","6237"
"Soja (em grão)","1990","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Frederico Westphalen","7,16","9,451","0,0297483636363636"
"Soja (em grão)","2008","S","PR","Centro-Sul Paranaense","Guarapuava","Campina do Simão","5,8","15,37","12142"
"Soja (em grão)","2015","S","SC","Sul Catarinense","Tubarão","Orleans","","",""
"Soja (em grão)","2006","S","SC","Sul Catarinense","Tubarão","Imbituba","","",""
"Soja (em grão)","2011","S","RS","Nordeste Rio-grandense","Caxias do Sul","Garibaldi","","",""
"Soja (em grão)","2018","S","PR","Metropolitana de Curitiba","Curitiba","Piraquara","0,17","0,612",""
"Soja (em grão)","2008","S","PR","Oeste Paranaense","Toledo","Toledo","65,3","206,634","149810"
"Soja (em grão)","2000","S","PR","Metropolitana de Curitiba","Curitiba","Bocaiúva do Sul","","",""
"Soja (em grão)","1993","S","RS","Nordeste Rio-grandense","Caxias do Sul","Antônio Prado","","",""
"Soja (em grão)","1991","S","RS","Noroeste Rio-grandense","Soledade","Ibirapuitã","7,5","4,5","0,113000727272727"
"Soja (em grão)","1998","S","PR","Centro Oriental Paranaense","Jaguariaíva","Piraí do Sul","6,5","18,2","3877"
"Soja (em grão)","2011","S","SC","Oeste Catarinense","Concórdia","Seara","0,05","0,12","84"
"Soja (em grão)","1993","S","PR","Centro-Sul Paranaense","Palmas","Coronel Domingos Soares","","",""
"Soja (em grão)","2001","S","SC","Oeste Catarinense","Chapecó","Novo Horizonte","","",""
"Soja (em grão)","1997","S","SC","Oeste Catarinense","São Miguel do Oeste","São José do Cedro","0,225","0,405","108"
"Soja (em grão)","1994","S","SC","Oeste Catarinense","Joaçaba","Arroio Trinta","","",""
"Soja (em grão)","2010","S","PR","Norte Central Paranaense","Floraí","São Jorge do Ivaí","26,048","80,671","44369"
"Soja (em grão)","1996","S","SC","Oeste Catarinense","Concórdia","Xavantina","0,035","0,036","7"
"Soja (em grão)","2002","S","RS","Noroeste Rio-grandense","Cerro Largo","Sete de Setembro","7,5","8,1","3088"
"Soja (em grão)","2016","S","SC","Oeste Catarinense","Joaçaba","Arroio Trinta","0,08","0,24","260"
"Soja (em grão)","2000","S","PR","Noroeste Paranaense","Cianorte","Guaporema","0,152","0,266","73"
"Soja (em grão)","2002","S","PR","Centro Ocidental Paranaense","Goioerê","Quarto Centenário","20,036","65,271","24477"
"Soja (em grão)","2017","S","PR","Oeste Paranaense","Toledo","Marechal Cândido Rondon","30,3","114,17","123646"
"Soja (em grão)","2006","S","SC","Sul Catarinense","Tubarão","Treze de Maio","","",""
"Soja (em grão)","2001","S","RS","Nordeste Rio-grandense","Vacaria","Capão Bonito do Sul","7","18,9","6539"
"Soja (em grão)","2008","S","RS","Sudoeste Rio-grandense","Campanha Ocidental","São Borja","35","31,5","23290"
"Soja (em grão)","1996","S","PR","Oeste Paranaense","Foz do Iguaçu","Céu Azul","12,1","36,3","7187"
"Soja (em grão)","2001","S","SC","Oeste Catarinense","São Miguel do Oeste","Princesa","0,05","0,126","36"
"Soja (em grão)","2016","S","RS","Centro Oriental Rio-grandense","Santa Cruz do Sul","Estrela Velha","12,15","39,405","38617"
"Soja (em grão)","2016","S","RS","Metropolitana de Porto Alegre","Porto Alegre","Nova Santa Rita","","",""
"Soja (em grão)","1996","S","RS","Sudeste Rio-grandense","Litoral Lagunar","São José do Norte","","",""
"Soja (em grão)","1993","S","RS","Metropolitana de Porto Alegre","Osório","Três Forquilhas","","",""
"Soja (em grão)","2014","S","SC","Norte Catarinense","Canoinhas","Itaiópolis","19","57","63840"
"Soja (em grão)","1994","S","RS","Sudoeste Rio-grandense","Campanha Meridional","Aceguá","","",""
"Soja (em grão)","1991","S","RS","Metropolitana de Porto Alegre","Osório","Morrinhos do Sul","","",""
"Soja (em grão)","1999","S","RS","Sudoeste Rio-grandense","Campanha Meridional","Lavras do Sul","0,6","0,66","78"
"Soja (em grão)","2010","S","SC","Vale do Itajaí","Blumenau","Ascurra","","",""
"Soja (em grão)","2005","S","RS","Noroeste Rio-grandense","Soledade","São José do Herval","0,038","0,018","8"
"Soja (em grão)","2006","S","PR","Noroeste Paranaense","Umuarama","Alto Paraíso","2,3","3,105","1366"
"Soja (em grão)","2002","S","RS","Nordeste Rio-grandense","Caxias do Sul","Caxias do Sul","","",""
"Soja (em grão)","2016","S","RS","Sudoeste Rio-grandense","Campanha Meridional","Aceguá","20","50","62075"
"Soja (em grão)","1992","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Sério","","",""
"Soja (em grão)","1994","S","RS","Centro Oriental Rio-grandense","Santa Cruz do Sul","Estrela Velha","","",""
"Soja (em grão)","2015","S","SC","Oeste Catarinense","Chapecó","Bom Jesus do Oeste","1,3","3,9","3640"
"Soja (em grão)","1994","S","RS","Metropolitana de Porto Alegre","Porto Alegre","Nova Santa Rita","","",""
"Soja (em grão)","1991","S","PR","Norte Pioneiro Paranaense","Ibaiti","Conselheiro Mairinck","","",""
"Soja (em grão)","1991","S","PR","Sudoeste Paranaense","Francisco Beltrão","São Jorge d'Oeste","0,26","0,13","0,002348"
"Soja (em grão)","2002","S","PR","Norte Central Paranaense","Astorga","Nossa Senhora das Graças","1,3","3,25","1235"
"Soja (em grão)","2002","S","PR","Oeste Paranaense","Toledo","Entre Rios do Oeste","4,5","15,3","6426"
"Soja (em grão)","1992","S","SC","Oeste Catarinense","Chapecó","Chapecó","4,6","8,28","1,28800654545455"
"Soja (em grão)","1992","S","RS","Centro Oriental Rio-grandense","Cachoeira do Sul","Pantano Grande","5","10","1,63636363636364"
"Soja (em grão)","2007","S","RS","Centro Ocidental Rio-grandense","Santa Maria","Jaguari","4,5","8,1","3496"
"Soja (em grão)","2004","S","PR","Norte Pioneiro Paranaense","Wenceslau Braz","São José da Boa Vista","2,7","8,1","6205"
"Soja (em grão)","2009","S","RS","Metropolitana de Porto Alegre","Osório","Mampituba","","",""
"Soja (em grão)","1992","S","PR","Norte Pioneiro Paranaense","Ibaiti","Jaboti","","",""
"Soja (em grão)","2018","S","PR","Noroeste Paranaense","Cianorte","Tuneiras do Oeste","10,5","32,55",""
"Soja (em grão)","2009","S","RS","Centro Oriental Rio-grandense","Santa Cruz do Sul","Mato Leitão","0,07","0,189","57"
"Soja (em grão)","2007","S","PR","Norte Central Paranaense","Ivaiporã","Rosário do Ivaí","0,13","0,312","139"
"Soja (em grão)","1996","S","PR","Sudeste Paranaense","União da Vitória","União da Vitória","0,3","0,75","158"
"Soja (em grão)","1990","S","PR","Norte Central Paranaense","Porecatu","Alvorada do Sul","13,72","28,263","0,0890029090909091"
"Soja (em grão)","2003","S","PR","Metropolitana de Curitiba","Lapa","Porto Amazonas","4,5","12,6","7358"
"Soja (em grão)","2001","S","RS","Metropolitana de Porto Alegre","Osório","Cidreira","","",""
"Soja (em grão)","2009","S","PR","Oeste Paranaense","Cascavel","Anahy","5,295","16,407","9024"
"Soja (em grão)","2009","S","PR","Oeste Paranaense","Foz do Iguaçu","São Miguel do Iguaçu","48,12","63,747","38248"
"Soja (em grão)","2018","S","SC","Sul Catarinense","Criciúma","Içara","0,4","1,68",""
"Soja (em grão)","2017","S","RS","Noroeste Rio-grandense","Cerro Largo","Porto Xavier","1,45","4,35","4184"
"Soja (em grão)","1995","S","SC","Norte Catarinense","Joinville","Jaraguá do Sul","","",""
"Soja (em grão)","1990","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Muçum","2,5","4,25","0,0143247272727273"
"Soja (em grão)","1991","S","SC","Oeste Catarinense","Chapecó","Sul Brasil","","",""
"Soja (em grão)","2010","S","PR","Oeste Paranaense","Cascavel","Corbélia","38","134,522","78426"
"Soja (em grão)","2014","S","RS","Centro Ocidental Rio-grandense","Restinga Seca","Faxinal do Soturno","1","2,4","2472"
"Soja (em grão)","2010","S","PR","Oeste Paranaense","Foz do Iguaçu","Serranópolis do Iguaçu","13,85","46,918","25335"
"Soja (em grão)","2008","S","PR","Norte Central Paranaense","Astorga","Santa Fé","6,3","16,695","12521"
"Soja (em grão)","2001","S","SC","Grande Florianópolis","Tijucas","São João Batista","","",""
"Soja (em grão)","1991","S","RS","Nordeste Rio-grandense","Vacaria","Campestre da Serra","","",""
"Soja (em grão)","1990","S","SC","Vale do Itajaí","Blumenau","Luiz Alves","","",""
"Soja (em grão)","1990","S","SC","Oeste Catarinense","Joaçaba","Lebon Régis","","",""
"Soja (em grão)","1994","S","RS","Nordeste Rio-grandense","Vacaria","Ipê","0,3","0,6","100"
"Soja (em grão)","1996","S","RS","Metropolitana de Porto Alegre","Porto Alegre","Eldorado do Sul","","",""
"Soja (em grão)","1995","S","SC","Norte Catarinense","Joinville","Balneário Barra do Sul","","",""
"Soja (em grão)","1991","S","PR","Norte Central Paranaense","Apucarana","Califórnia","0,2","0,36","0,00557672727272727"
"Soja (em grão)","2001","S","RS","Noroeste Rio-grandense","Santa Rosa","Novo Machado","11","24,75","8089"
"Soja (em grão)","1992","S","SC","Oeste Catarinense","Chapecó","Nova Itaberaba","","",""
"Soja (em grão)","2018","S","RS","Noroeste Rio-grandense","Cerro Largo","São Pedro do Butiá","4,2","15,12",""
"Soja (em grão)","2000","S","SC","Oeste Catarinense","Joaçaba","Videira","0,08","0,192","48"
"Soja (em grão)","2018","S","SC","Grande Florianópolis","Florianópolis","São Pedro de Alcântara","","",""
"Soja (em grão)","1997","S","RS","Noroeste Rio-grandense","Carazinho","São Pedro das Missões","","",""
"Soja (em grão)","2001","S","RS","Sudoeste Rio-grandense","Campanha Ocidental","Barra do Quaraí","","",""
"Soja (em grão)","2018","S","RS","Sudeste Rio-grandense","Serras de Sudeste","Amaral Ferrador","1,5","3,15",""
"Soja (em grão)","2006","S","PR","Oeste Paranaense","Cascavel","Capitão Leônidas Marques","6,01","13,815","5574"
"Soja (em grão)","2016","S","RS","Nordeste Rio-grandense","Vacaria","Ipê","6","21,6","25134"
"Soja (em grão)","2003","S","RS","Centro Ocidental Rio-grandense","Santiago","Itacurubi","5","10,5","5840"
"Soja (em grão)","1999","S","SC","Oeste Catarinense","Joaçaba","Iomerê","","",""
"Soja (em grão)","2008","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Dois Irmãos das Missões","15,5","20,925","14648"
"Soja (em grão)","2014","S","RS","Metropolitana de Porto Alegre","Gramado-Canela","Gramado","","",""
"Soja (em grão)","1999","S","PR","Sudeste Paranaense","Irati","Irati","3","7,8","1942"
"Soja (em grão)","2005","S","RS","Noroeste Rio-grandense","Ijuí","São Valério do Sul","5,8","2,088","1003"
"Soja (em grão)","1997","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Boqueirão do Leão","0,008","0,014","4"
"Soja (em grão)","2018","S","PR","Centro Oriental Paranaense","Ponta Grossa","Palmeira","51","183,6",""
"Soja (em grão)","1997","S","SC","Oeste Catarinense","Xanxerê","Bom Jesus","2,515","6,4","1760"
"Soja (em grão)","2005","S","PR","Norte Pioneiro Paranaense","Cornélio Procópio","Santa Amélia","2,5","4,5","2174"
"Soja (em grão)","1998","S","RS","Centro Oriental Rio-grandense","Santa Cruz do Sul","Herveiras","","",""
"Soja (em grão)","2014","S","SC","Vale do Itajaí","Itajaí","Bombinhas","","",""
"Soja (em grão)","2011","S","RS","Metropolitana de Porto Alegre","Porto Alegre","São Leopoldo","","",""
"Soja (em grão)","2005","S","PR","Norte Pioneiro Paranaense","Wenceslau Braz","Joaquim Távora","0,26","0,442","232"
"Soja (em grão)","2013","S","SC","Sul Catarinense","Araranguá","Meleiro","","",""
"Soja (em grão)","2018","S","RS","Nordeste Rio-grandense","Vacaria","Muitos Capões","45","175,5",""
"Soja (em grão)","2015","S","RS","Noroeste Rio-grandense","Santa Rosa","Independência","20","60","58650"
"Soja (em grão)","2015","S","SC","Oeste Catarinense","Chapecó","Irati","1,44","3,456","3324"
"Soja (em grão)","2015","S","PR","Noroeste Paranaense","Paranavaí","Nova Londrina","0,07","0,161","145"
"Soja (em grão)","1990","S","RS","Noroeste Rio-grandense","Passo Fundo","Ernestina","17,372","33,354","0,166891272727273"
"Soja (em grão)","2003","S","SC","Oeste Catarinense","Joaçaba","Catanduvas","0,04","0,096","54"
"Soja (em grão)","2001","S","PR","Norte Central Paranaense","Floraí","Itambé","16,8","52,92","14712"
"Soja (em grão)","2018","S","SC","Vale do Itajaí","Rio do Sul","José Boiteux","","",""
"Soja (em grão)","2010","S","PR","Norte Central Paranaense","Ivaiporã","Manoel Ribas","23","73,6","39449"
"Soja (em grão)","2015","S","SC","Sul Catarinense","Araranguá","São João do Sul","","",""
"Soja (em grão)","1990","S","RS","Centro Ocidental Rio-grandense","Santiago","Júlio de Castilhos","52","106,08","0,332011272727273"
"Soja (em grão)","2015","S","SC","Oeste Catarinense","Joaçaba","Caçador","2,2","5,94","5999"
"Soja (em grão)","2005","S","SC","Vale do Itajaí","Blumenau","Brusque","","",""
"Soja (em grão)","2002","S","RS","Noroeste Rio-grandense","Erechim","Ponte Preta","3,65","6,57","2694"
"Soja (em grão)","2010","S","RS","Nordeste Rio-grandense","Guaporé","Ilópolis","","",""
"Soja (em grão)","1991","S","PR","Norte Pioneiro Paranaense","Jacarezinho","Jacarezinho","1","1,6","0,0290909090909091"
"Soja (em grão)","2005","S","RS","Noroeste Rio-grandense","Carazinho","Sarandi","15,36","5,53","3152"
"Soja (em grão)","2015","S","SC","Oeste Catarinense","Chapecó","Campo Erê","18","54","53919"
"Soja (em grão)","2008","S","RS","Centro Ocidental Rio-grandense","Restinga Seca","Silveira Martins","2","6,1","4575"
"Soja (em grão)","2014","S","SC","Vale do Itajaí","Ituporanga","Ituporanga","2,8","7,56","7560"
"Soja (em grão)","2004","S","RS","Metropolitana de Porto Alegre","Camaquã","Cerro Grande do Sul","0,015","0,023","17"
"Soja (em grão)","2015","S","RS","Metropolitana de Porto Alegre","Porto Alegre","Novo Hamburgo","0,06","0,15","165"
"Soja (em grão)","2011","S","PR","Centro-Sul Paranaense","Guarapuava","Guarapuava","58,96","203,07","152303"
"Soja (em grão)","2012","S","PR","Norte Central Paranaense","Ivaiporã","Nova Tebas","4","12","8854"
"Soja (em grão)","2002","S","SC","Oeste Catarinense","Chapecó","São Lourenço do Oeste","2","4,8","2275"
"Soja (em grão)","1999","S","PR","Norte Central Paranaense","Astorga","Nova Esperança","1,5","3,525","878"
"Soja (em grão)","1997","S","PR","Norte Pioneiro Paranaense","Wenceslau Braz","Wenceslau Braz","","",""
"Soja (em grão)","2013","S","RS","Sudeste Rio-grandense","Serras de Sudeste","Pedras Altas","4","7,608","7948"
"Soja (em grão)","2007","S","SC","Serrana","Campos de Lages","Cerro Negro","0,5","1,2","600"
"Soja (em grão)","1991","S","SC","Oeste Catarinense","Xanxerê","Coronel Martins","","",""
"Soja (em grão)","1992","S","PR","Centro Oriental Paranaense","Telêmaco Borba","Tibagi","47","124,55","30,7072363636364"
"Soja (em grão)","1995","S","PR","Norte Central Paranaense","Astorga","Ângulo","2,03","5,239","914"
"Soja (em grão)","1990","S","RS","Noroeste Rio-grandense","Carazinho","Novo Barreiro","","",""
"Soja (em grão)","1990","S","SC","Oeste Catarinense","Chapecó","Cordilheira Alta","","",""
"Soja (em grão)","1994","S","PR","Centro-Sul Paranaense","Palmas","Palmas","8,5","19,125","3404"
"Soja (em grão)","1998","S","RS","Nordeste Rio-grandense","Caxias do Sul","Veranópolis","0,001","0,001","0"
"Soja (em grão)","1994","S","SC","Sul Catarinense","Tubarão","Grão Pará","","",""
"Soja (em grão)","2013","S","RS","Metropolitana de Porto Alegre","Gramado-Canela","Rolante","","",""
"Soja (em grão)","2005","S","RS","Sudeste Rio-grandense","Pelotas","Morro Redondo","0,025","0,035","20"
"Soja (em grão)","2018","S","RS","Metropolitana de Porto Alegre","Osório","Caraá","0,04","0,039",""
"Soja (em grão)","2016","S","SC","Sul Catarinense","Tubarão","Grão Pará","","",""
"Soja (em grão)","2006","S","PR","Sudoeste Paranaense","Francisco Beltrão","Barracão","0,8","1,6","624"
"Soja (em grão)","2001","S","RS","Noroeste Rio-grandense","Sananduva","Machadinho","5","13,5","4658"
"Soja (em grão)","2008","S","RS","Noroeste Rio-grandense","Erechim","Severiano de Almeida","0,3","0,765","536"
"Soja (em grão)","2015","S","PR","Noroeste Paranaense","Paranavaí","Santa Mônica","1","2,8","2660"
"Soja (em grão)","2006","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Arroio do Meio","1,45","1,827","727"
"Soja (em grão)","2013","S","RS","Metropolitana de Porto Alegre","Montenegro","Tupandi","","",""
"Soja (em grão)","1993","S","SC","Sul Catarinense","Araranguá","Sombrio","0,4","0,648","5,08981818181818"
"Soja (em grão)","1991","S","PR","Oeste Paranaense","Cascavel","Iguatu","","",""
"Soja (em grão)","2016","S","PR","Centro-Sul Paranaense","Palmas","Palmas","31","102,3","106617"
"Soja (em grão)","2013","S","RS","Sudeste Rio-grandense","Serras de Sudeste","Pinheiro Machado","2,1","4,284","4475"
"Soja (em grão)","1999","S","PR","Norte Pioneiro Paranaense","Wenceslau Braz","Joaquim Távora","0,07","0,168","42"
"Soja (em grão)","1990","S","SC","Grande Florianópolis","Tijucas","Major Gercino","","",""
"Soja (em grão)","2017","S","PR","Norte Central Paranaense","Apucarana","Novo Itacolomi","3,9","14,04","15444"
"Soja (em grão)","1996","S","SC","Oeste Catarinense","Joaçaba","Macieira","","",""
"Soja (em grão)","1999","S","PR","Norte Pioneiro Paranaense","Cornélio Procópio","Santa Amélia","2,5","6,375","1587"
"Soja (em grão)","2003","S","RS","Metropolitana de Porto Alegre","Porto Alegre","Esteio","","",""
"Soja (em grão)","2003","S","RS","Metropolitana de Porto Alegre","Osório","Arroio do Sal","","",""
"Soja (em grão)","1998","S","RS","Noroeste Rio-grandense","Ijuí","Santo Augusto","29","63,8","13334"
"Soja (em grão)","2005","S","PR","Sudeste Paranaense","Irati","Irati","6,8","15,912","7956"
"Soja (em grão)","2008","S","RS","Sudoeste Rio-grandense","Campanha Ocidental","Alegrete","12","21","12997"
"Soja (em grão)","1999","S","RS","Noroeste Rio-grandense","Ijuí","São Valério do Sul","6","9","2601"
"Soja (em grão)","1990","S","PR","Sudoeste Paranaense","Francisco Beltrão","Verê","5,1","10,679","0,0351163636363636"
"Soja (em grão)","2012","S","SC","Serrana","Curitibanos","Frei Rogério","2","6,4","5760"
"Soja (em grão)","1991","S","PR","Centro Oriental Paranaense","Jaguariaíva","Jaguariaíva","0,65","1,17","0,0223363636363636"
"Soja (em grão)","2005","S","SC","Oeste Catarinense","Joaçaba","Iomerê","","",""
"Soja (em grão)","1992","S","RS","Noroeste Rio-grandense","Cruz Alta","Fortaleza dos Valos","38","91,2","11,4782992727273"
"Soja (em grão)","2000","S","PR","Noroeste Paranaense","Paranavaí","Jardim Olinda","0,96","2,88","795"
"Soja (em grão)","2004","S","RS","Centro Ocidental Rio-grandense","Santa Maria","Vila Nova do Sul","4,5","3,78","2543"
"Soja (em grão)","2017","S","PR","Centro-Sul Paranaense","Guarapuava","Pinhão","35,2","144,672","148561"
"Soja (em grão)","1992","S","PR","Oeste Paranaense","Toledo","Palotina","72,5","98,45","24,2724"
"Soja (em grão)","1997","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Seberi","9,5","17,1","4275"
"Soja (em grão)","2015","S","PR","Centro-Sul Paranaense","Pitanga","Boa Ventura de São Roque","19,1","35","33002"
"Soja (em grão)","2006","S","PR","Norte Pioneiro Paranaense","Wenceslau Braz","Guapirama","2","5","2125"
"Soja (em grão)","1998","S","RS","Sudeste Rio-grandense","Litoral Lagunar","Santa Vitória do Palmar","","",""
"Soja (em grão)","1995","S","SC","Sul Catarinense","Tubarão","Laguna","","",""
"Soja (em grão)","1996","S","PR","Oeste Paranaense","Toledo","Ouro Verde do Oeste","8","23,8","5069"
"Soja (em grão)","2001","S","RS","Sudeste Rio-grandense","Pelotas","Arroio do Padre","0,002","0,004","1"
"Soja (em grão)","2010","S","SC","Vale do Itajaí","Blumenau","Doutor Pedrinho","0,2","0,5","445"
"Soja (em grão)","2012","S","RS","Centro Ocidental Rio-grandense","Santa Maria","Nova Esperança do Sul","2,9","6,96","6210"
"Soja (em grão)","2005","S","PR","Norte Central Paranaense","Astorga","Nova Esperança","4,25","8,925","4195"
"Soja (em grão)","2002","S","PR","Norte Central Paranaense","Ivaiporã","Lidianópolis","3","9,3","3906"
"Soja (em grão)","2016","S","RS","Nordeste Rio-grandense","Caxias do Sul","Carlos Barbosa","","",""
"Soja (em grão)","2008","S","PR","Noroeste Paranaense","Paranavaí","Alto Paraná","0,15","0,36","281"
"Soja (em grão)","2010","S","PR","Sudeste Paranaense","São Mateus do Sul","Antônio Olinto","5,84","11,3","3457"
"Soja (em grão)","2016","S","SC","Oeste Catarinense","São Miguel do Oeste","Riqueza","0,75","1,575","1890"
"Soja (em grão)","2013","S","SC","Sul Catarinense","Tubarão","Pescaria Brava","","",""
"Soja (em grão)","1990","S","PR","Centro-Sul Paranaense","Guarapuava","Foz do Jordão","","",""
"Soja (em grão)","1990","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Roca Sales","5,25","7,875","0,0242265454545455"
"Soja (em grão)","1990","S","RS","Noroeste Rio-grandense","Erechim","Estação","4,5","8,1","0,0295330909090909"
"Soja (em grão)","2009","S","RS","Noroeste Rio-grandense","Santo Ângelo","Vitória das Missões","9,5","14,25","10366"
"Soja (em grão)","1996","S","SC","Oeste Catarinense","São Miguel do Oeste","Mondaí","0,181","0,225","53"
"Soja (em grão)","2008","S","SC","Vale do Itajaí","Rio do Sul","Braço do Trombudo","0,003","0,006","3"
"Soja (em grão)","2010","S","RS","Noroeste Rio-grandense","Santo Ângelo","Dezesseis de Novembro","1","2,58","1553"
"Soja (em grão)","2011","S","PR","Norte Pioneiro Paranaense","Assaí","Assaí","25,95","90,306","69174"
"Soja (em grão)","1999","S","RS","Noroeste Rio-grandense","Carazinho","Sarandi","17,2","27,52","7095"
"Soja (em grão)","2014","S","RS","Metropolitana de Porto Alegre","Montenegro","São Pedro da Serra","","",""
"Soja (em grão)","1996","S","RS","Centro Oriental Rio-grandense","Santa Cruz do Sul","Candelária","5","7,5","1678"
"Soja (em grão)","2001","S","RS","Nordeste Rio-grandense","Vacaria","Lagoa Vermelha","18","41,04","14200"
"Soja (em grão)","2012","S","PR","Noroeste Paranaense","Umuarama","Ivaté","","",""
"Soja (em grão)","2007","S","RS","Noroeste Rio-grandense","Erechim","Barão de Cotegipe","4,5","12,15","5868"
"Soja (em grão)","1994","S","RS","Nordeste Rio-grandense","Caxias do Sul","Carlos Barbosa","","",""
"Soja (em grão)","2007","S","SC","Serrana","Campos de Lages","Urubici","","",""
"Soja (em grão)","1994","S","SC","Oeste Catarinense","São Miguel do Oeste","Riqueza","0,35","0,525","71"
"Soja (em grão)","1999","S","SC","Vale do Itajaí","Blumenau","Brusque","","",""
