"Nome Lavoura","Ano","Sigla Região Geográfica IBGE","Sigla UF IBGE","Nome Mesorregião","Nome Microrregião","Nome Município IBGE","Área Colhida","Qtd.Produzida","Valor Produção (Moeda em Real)"
"Soja (em grão)","2014","S","PR","Noroeste Paranaense","Umuarama","Icaraíma","0,496","0,843","727"
"Soja (em grão)","2016","S","SC","Oeste Catarinense","Concórdia","Arvoredo","0,2","0,54","675"
"Soja (em grão)","2010","S","SC","Norte Catarinense","Canoinhas","Irineópolis","9,2","30,36","16698"
"Soja (em grão)","2006","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Palmitinho","1,6","1,44","525"
"Soja (em grão)","1995","S","RS","Centro Ocidental Rio-grandense","Restinga Seca","Agudo","0,08","0,144","22"
"Soja (em grão)","1997","S","SC","Oeste Catarinense","Joaçaba","Pinheiro Preto","","",""
"Soja (em grão)","1998","S","SC","Grande Florianópolis","Tijucas","Leoberto Leal","","",""
"Soja (em grão)","1995","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Gramado dos Loureiros","4","8,4","1178"
"Soja (em grão)","2014","S","PR","Norte Pioneiro Paranaense","Assaí","São Sebastião da Amoreira","14,26","27,379","27683"
"Soja (em grão)","1997","S","PR","Norte Central Paranaense","Astorga","Lupionópolis","1,02","2,509","642"
"Soja (em grão)","2000","S","SC","Oeste Catarinense","São Miguel do Oeste","Iporã do Oeste","0,18","0,216","61"
"Soja (em grão)","2015","S","RS","Noroeste Rio-grandense","Sananduva","Barracão","23,5","77,55","77550"
"Soja (em grão)","2010","S","SC","Sul Catarinense","Tubarão","Gravatal","","",""
"Soja (em grão)","2013","S","RS","Noroeste Rio-grandense","Erechim","Erval Grande","2,03","6,09","5353"
"Soja (em grão)","2013","S","RS","Nordeste Rio-grandense","Guaporé","Putinga","0,015","0,045","40"
"Soja (em grão)","2014","S","RS","Noroeste Rio-grandense","Ijuí","Augusto Pestana","21","47,88","51165"
"Soja (em grão)","1999","S","RS","Sudeste Rio-grandense","Pelotas","Morro Redondo","","",""
"Soja (em grão)","1994","S","SC","Oeste Catarinense","Concórdia","Arvoredo","0,42","0,504","65"
"Soja (em grão)","2014","S","RS","Sudoeste Rio-grandense","Campanha Central","Santa Margarida do Sul","25","60","62916"
"Soja (em grão)","2011","S","SC","Vale do Itajaí","Blumenau","Blumenau","","",""
"Soja (em grão)","2000","S","RS","Metropolitana de Porto Alegre","Montenegro","São Sebastião do Caí","","",""
"Soja (em grão)","2018","S","SC","Vale do Itajaí","Ituporanga","Imbuia","0,3","1,17",""
"Soja (em grão)","1994","S","SC","Vale do Itajaí","Ituporanga","Ituporanga","","",""
"Soja (em grão)","1991","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Três Palmeiras","6","4,32","0,0745741818181818"
"Soja (em grão)","1997","S","RS","Noroeste Rio-grandense","Cruz Alta","Campos Borges","6,2","9,92","2742"
"Soja (em grão)","2010","S","SC","Vale do Itajaí","Blumenau","Gaspar","","",""
"Soja (em grão)","2015","S","RS","Metropolitana de Porto Alegre","Porto Alegre","Sapiranga","","",""
"Soja (em grão)","1997","S","RS","Noroeste Rio-grandense","Três Passos","Humaitá","6,7","11,256","3039"
"Soja (em grão)","1995","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Caiçara","2,4","4,32","591"
"Soja (em grão)","1995","S","PR","Sudoeste Paranaense","Capanema","Ampére","4,5","11,7","1638"
"Soja (em grão)","2010","S","RS","Noroeste Rio-grandense","Ijuí","Nova Ramada","12,7","34,29","18738"
"Soja (em grão)","2005","S","RS","Metropolitana de Porto Alegre","Porto Alegre","Nova Hartz","","",""
"Soja (em grão)","2016","S","SC","Vale do Itajaí","Ituporanga","Ituporanga","3","10,8","12528"
"Soja (em grão)","1993","S","SC","Sul Catarinense","Tubarão","Capivari de Baixo","","",""
"Soja (em grão)","2002","S","SC","Oeste Catarinense","São Miguel do Oeste","Santa Helena","0,05","0,066","26"
"Soja (em grão)","2002","S","PR","Centro-Sul Paranaense","Guarapuava","Turvo","4,4","11,22","4892"
"Soja (em grão)","2000","S","PR","Noroeste Paranaense","Umuarama","Nova Olímpia","","",""
"Soja (em grão)","1991","S","RS","Metropolitana de Porto Alegre","Montenegro","São José do Hortêncio","0,005","0,006","0,000125090909090909"
"Soja (em grão)","2009","S","PR","Sudoeste Paranaense","Francisco Beltrão","Nova Esperança do Sudoeste","1,5","3,75","2925"
"Soja (em grão)","2005","S","PR","Sudoeste Paranaense","Francisco Beltrão","Francisco Beltrão","13,5","19,575","9494"
"Soja (em grão)","1996","S","PR","Sudoeste Paranaense","Francisco Beltrão","Renascença","14","40,6","8526"
"Soja (em grão)","2015","S","PR","Noroeste Paranaense","Paranavaí","Santa Cruz de Monte Castelo","4,3","11,61","10623"
"Soja (em grão)","2014","S","PR","Centro-Sul Paranaense","Palmas","Palmas","27","85,05","89234"
"Soja (em grão)","2018","S","PR","Norte Pioneiro Paranaense","Wenceslau Braz","Guapirama","6,8","23,8",""
"Soja (em grão)","1991","S","PR","Metropolitana de Curitiba","Cerro Azul","Adrianópolis","","",""
"Soja (em grão)","2008","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Estrela","0,65","1,365","1061"
"Soja (em grão)","2001","S","PR","Norte Central Paranaense","Faxinal","Kaloré","7","21","5670"
"Soja (em grão)","2001","S","RS","Metropolitana de Porto Alegre","Gramado-Canela","Três Coroas","","",""
"Soja (em grão)","2014","S","SC","Sul Catarinense","Tubarão","Grão Pará","","",""
"Soja (em grão)","1999","S","PR","Sudeste Paranaense","União da Vitória","Porto Vitória","","",""
"Soja (em grão)","2009","S","SC","Norte Catarinense","Canoinhas","Canoinhas","14","36,12","26006"
"Soja (em grão)","2011","S","SC","Oeste Catarinense","Concórdia","Concórdia","0,3","0,81","535"
"Soja (em grão)","2016","S","RS","Metropolitana de Porto Alegre","Gramado-Canela","Gramado","","",""
"Soja (em grão)","2013","S","RS","Nordeste Rio-grandense","Caxias do Sul","Nova Pádua","","",""
"Soja (em grão)","1996","S","PR","Norte Pioneiro Paranaense","Wenceslau Braz","Siqueira Campos","","",""
"Soja (em grão)","2011","S","PR","Oeste Paranaense","Toledo","Maripá","21","69,3","49896"
"Soja (em grão)","1994","S","SC","Vale do Itajaí","Itajaí","Bombinhas","","",""
"Soja (em grão)","2004","S","SC","Oeste Catarinense","Joaçaba","Vargem Bonita","0,5","0,81","567"
"Soja (em grão)","1997","S","PR","Centro Oriental Paranaense","Ponta Grossa","Ponta Grossa","39,5","106,65","29862"
"Soja (em grão)","2009","S","RS","Metropolitana de Porto Alegre","Gramado-Canela","Canela","","",""
"Soja (em grão)","1991","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Teutônia","0,36","0,216","0,00377018181818182"
"Soja (em grão)","1997","S","SC","Vale do Itajaí","Rio do Sul","Aurora","","",""
"Soja (em grão)","2000","S","RS","Nordeste Rio-grandense","Vacaria","São José dos Ausentes","","",""
"Soja (em grão)","2016","S","SC","Vale do Itajaí","Itajaí","Bombinhas","","",""
"Soja (em grão)","1994","S","RS","Metropolitana de Porto Alegre","Gramado-Canela","Gramado","","",""
"Soja (em grão)","2001","S","SC","Oeste Catarinense","Chapecó","Saudades","0,6","1,008","302"
"Soja (em grão)","2008","S","PR","Noroeste Paranaense","Paranavaí","Nova Aliança do Ivaí","0,194","0,504","361"
"Soja (em grão)","2004","S","RS","Noroeste Rio-grandense","Passo Fundo","Mato Castelhano","14,5","26,1","16264"
"Soja (em grão)","2017","S","PR","Oeste Paranaense","Cascavel","Guaraniaçu","15,4","59,1","65010"
"Soja (em grão)","1999","S","SC","Vale do Itajaí","Blumenau","Guabiruba","","",""
"Soja (em grão)","2013","S","RS","Noroeste Rio-grandense","Soledade","Soledade","26","78","71175"
"Soja (em grão)","1992","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Canudos do Vale","","",""
"Soja (em grão)","1990","S","SC","Oeste Catarinense","São Miguel do Oeste","Bandeirante","","",""
"Soja (em grão)","2018","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Palmitinho","0,65","1,95",""
"Soja (em grão)","2013","S","PR","Norte Central Paranaense","Floraí","Floraí","9,5","30,4","27004"
"Soja (em grão)","1996","S","RS","Noroeste Rio-grandense","Santa Rosa","Cândido Godói","10,6","16,96","3964"
"Soja (em grão)","1996","S","PR","Centro-Sul Paranaense","Pitanga","Pitanga","12","27","5940"
"Soja (em grão)","1992","S","PR","Noroeste Paranaense","Umuarama","Mariluz","0,312","0,447","0,110205818181818"
"Soja (em grão)","2010","S","RS","Noroeste Rio-grandense","Três Passos","Tiradentes do Sul","5","11","7480"
"Soja (em grão)","2003","S","PR","Norte Central Paranaense","Astorga","Munhoz de Melo","5,55","14,362","8387"
"Soja (em grão)","1993","S","RS","Metropolitana de Porto Alegre","Montenegro","Salvador do Sul","0,035","0,042","0,0978181818181818"
"Soja (em grão)","2012","S","PR","Sudeste Paranaense","Irati","Rio Azul","9,8","29,9","25857"
"Soja (em grão)","2006","S","SC","Vale do Itajaí","Ituporanga","Imbuia","0,15","0,15","80"
"Soja (em grão)","2010","S","SC","Vale do Itajaí","Itajaí","São João do Itaperiú","","",""
"Soja (em grão)","2015","S","RS","Noroeste Rio-grandense","Santo Ângelo","Eugênio de Castro","27,15","72,72","65448"
"Soja (em grão)","1993","S","SC","Oeste Catarinense","Joaçaba","Ibicaré","0,3","0,36","1,13381818181818"
"Soja (em grão)","1994","S","RS","Metropolitana de Porto Alegre","Montenegro","São Pedro da Serra","","",""
"Soja (em grão)","1991","S","PR","Sudoeste Paranaense","Pato Branco","São João","9,7","5,95","0,107468"
"Soja (em grão)","1995","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Nonoai","17,5","36,75","5461"
"Soja (em grão)","2014","S","RS","Nordeste Rio-grandense","Caxias do Sul","Carlos Barbosa","","",""
"Soja (em grão)","1999","S","RS","Metropolitana de Porto Alegre","Porto Alegre","Nova Hartz","","",""
"Soja (em grão)","2001","S","PR","Oeste Paranaense","Toledo","São Pedro do Iguaçu","11,084","38,262","9566"
"Soja (em grão)","2014","S","SC","Oeste Catarinense","São Miguel do Oeste","Riqueza","0,7","1,26","1243"
"Soja (em grão)","2006","S","PR","Centro Oriental Paranaense","Ponta Grossa","Palmeira","41","116,85","51414"
"Soja (em grão)","1996","S","RS","Noroeste Rio-grandense","Soledade","Tunas","1,5","1,8","403"
"Soja (em grão)","2003","S","RS","Metropolitana de Porto Alegre","Porto Alegre","Mariana Pimentel","","",""
"Soja (em grão)","1995","S","SC","Serrana","Curitibanos","Abdon Batista","0,1","0,21","32"
"Soja (em grão)","2001","S","RS","Noroeste Rio-grandense","Ijuí","Chiapetta","23","55,2","18989"
"Soja (em grão)","2012","S","PR","Centro-Sul Paranaense","Palmas","Mangueirinha","31,5","94,1","78698"
"Soja (em grão)","2007","S","PR","Noroeste Paranaense","Paranavaí","Querência do Norte","3,5","8,75","4550"
"Soja (em grão)","2002","S","SC","Serrana","Campos de Lages","Palmeira","","",""
"Soja (em grão)","2002","S","RS","Metropolitana de Porto Alegre","Osório","Itati","","",""
"Soja (em grão)","1991","S","RS","Noroeste Rio-grandense","Carazinho","Chapada","35","28","0,463476363636364"
"Soja (em grão)","2000","S","RS","Nordeste Rio-grandense","Caxias do Sul","Cotiporã","0,01","0,007","2"
"Soja (em grão)","2002","S","PR","Oeste Paranaense","Toledo","Guaíra","21,05","70,862","25865"
"Soja (em grão)","2009","S","PR","Oeste Paranaense","Cascavel","Catanduvas","14,2","43,74","24057"
"Soja (em grão)","2016","S","RS","Metropolitana de Porto Alegre","Montenegro","São Pedro da Serra","","",""
"Soja (em grão)","2004","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Cristal do Sul","3,8","2,736","1866"
"Soja (em grão)","2017","S","RS","Metropolitana de Porto Alegre","Gramado-Canela","Ivoti","","",""
"Soja (em grão)","2007","S","RS","Noroeste Rio-grandense","Ijuí","Ajuricaba","19","47,88","21480"
"Soja (em grão)","2003","S","RS","Noroeste Rio-grandense","Três Passos","Esperança do Sul","7,1","14,91","8096"
"Soja (em grão)","2005","S","PR","Sudeste Paranaense","União da Vitória","Porto Vitória","0,11","0,209","107"
"Soja (em grão)","2006","S","RS","Nordeste Rio-grandense","Vacaria","Muitos Capões","40","108","41148"
"Soja (em grão)","1994","S","RS","Noroeste Rio-grandense","Ijuí","Augusto Pestana","22,8","36,48","4195"
"Soja (em grão)","1996","S","SC","Sul Catarinense","Araranguá","Balneário Gaivota","","",""
"Soja (em grão)","2016","S","PR","Norte Pioneiro Paranaense","Assaí","São Sebastião da Amoreira","13,16","37,901","41515"
"Soja (em grão)","1992","S","RS","Metropolitana de Porto Alegre","Osório","Terra de Areia","","",""
"Soja (em grão)","1993","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Trindade do Sul","10","18","51,5978181818182"
"Soja (em grão)","2010","S","RS","Noroeste Rio-grandense","Santo Ângelo","Senador Salgado Filho","8","19,2","10387"
"Soja (em grão)","1994","S","RS","Sudoeste Rio-grandense","Campanha Central","Santa Margarida do Sul","","",""
"Soja (em grão)","2014","S","SC","Oeste Catarinense","Concórdia","Arvoredo","0,2","0,36","282"
"Soja (em grão)","2016","S","PR","Noroeste Paranaense","Umuarama","Icaraíma","0,435","1,305","1457"
"Soja (em grão)","2003","S","SC","Oeste Catarinense","Joaçaba","Tangará","","",""
"Soja (em grão)","1998","S","RS","Noroeste Rio-grandense","Erechim","Faxinalzinho","5","8,75","1908"
"Soja (em grão)","1991","S","RS","Sudeste Rio-grandense","Jaguarão","Arroio Grande","5","1,5","0,0254563636363636"
"Soja (em grão)","2000","S","PR","Centro-Sul Paranaense","Guarapuava","Inácio Martins","0,08","0,2","55"
"Soja (em grão)","2009","S","RS","Noroeste Rio-grandense","Cerro Largo","Salvador das Missões","3,15","6,615","5047"
"Soja (em grão)","1994","S","PR","Noroeste Paranaense","Umuarama","Icaraíma","","",""
"Soja (em grão)","1999","S","PR","Sudoeste Paranaense","Francisco Beltrão","Francisco Beltrão","5","11,5","2864"
"Soja (em grão)","2016","S","RS","Sudoeste Rio-grandense","Campanha Central","Santa Margarida do Sul","35","94,5","111860"
"Soja (em grão)","2002","S","RS","Nordeste Rio-grandense","Guaporé","São Valentim do Sul","0,075","0,203","86"
"Soja (em grão)","2012","S","RS","Metropolitana de Porto Alegre","Gramado-Canela","Igrejinha","0,008","0,013","11"
"Soja (em grão)","1997","S","RS","Noroeste Rio-grandense","Não-Me-Toque","Victor Graeff","16,7","31,73","8884"
"Soja (em grão)","2010","S","PR","Norte Central Paranaense","Astorga","Santa Inês","0,34","1,078","547"
"Soja (em grão)","2010","S","SC","Serrana","Campos de Lages","São Joaquim","","",""
"Soja (em grão)","2015","S","SC","Serrana","Campos de Lages","Bom Jardim da Serra","","",""
"Soja (em grão)","2006","S","SC","Vale do Itajaí","Rio do Sul","José Boiteux","","",""
"Soja (em grão)","1992","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Pinheirinho do Vale","","",""
"Soja (em grão)","1994","S","PR","Norte Pioneiro Paranaense","Assaí","São Sebastião da Amoreira","4,46","10,481","1834"
"Soja (em grão)","2016","S","RS","Noroeste Rio-grandense","Ijuí","Augusto Pestana","21","64,26","72164"
"Soja (em grão)","2012","S","RS","Noroeste Rio-grandense","Frederico Westphalen","Novo Tiradentes","1,5","1,8","1242"
"Soja (em grão)","1991","S","PR","Metropolitana de Curitiba","Curitiba","Itaperuçu","","",""
"Soja (em grão)","2004","S","PR","Norte Central Paranaense","Astorga","Lobato","4,076","5,91","4639"
"Soja (em grão)","1998","S","PR","Norte Central Paranaense","Ivaiporã","Jardim Alegre","3,5","9,45","2013"
"Soja (em grão)","2012","S","PR","Norte Central Paranaense","Porecatu","Prado Ferreira","5,856","15,46","12884"
"Soja (em grão)","2017","S","SC","Oeste Catarinense","São Miguel do Oeste","Barra Bonita","0,2","0,66","713"
"Soja (em grão)","1996","S","PR","Sudeste Paranaense","União da Vitória","Bituruna","","",""
"Soja (em grão)","1993","S","RS","Centro Oriental Rio-grandense","Santa Cruz do Sul","Santa Cruz do Sul","0,5","0,6","4,08472727272727"
"Soja (em grão)","2001","S","PR","Norte Central Paranaense","Ivaiporã","Arapuã","5","14,875","5013"
"Soja (em grão)","2012","S","RS","Metropolitana de Porto Alegre","Montenegro","Bom Princípio","","",""
"Soja (em grão)","2015","S","PR","Norte Central Paranaense","Astorga","Colorado","0,88","2,402","2331"
"Soja (em grão)","1998","S","RS","Noroeste Rio-grandense","Três Passos","Boa Vista do Buricá","7,5","12,15","2579"
"Soja (em grão)","1991","S","PR","Oeste Paranaense","Toledo","Iracema do Oeste","","",""
"Soja (em grão)","2015","S","SC","Serrana","Campos de Lages","Anita Garibaldi","1,5","4,5","4500"
"Soja (em grão)","2003","S","SC","Oeste Catarinense","Joaçaba","Treze Tílias","","",""
"Soja (em grão)","1992","S","RS","Sudoeste Rio-grandense","Campanha Central","Rosário do Sul","3","2,7","0,573269818181818"
"Soja (em grão)","1995","S","SC","Oeste Catarinense","São Miguel do Oeste","Anchieta","0,23","0,483","78"
"Soja (em grão)","2008","S","PR","Metropolitana de Curitiba","Rio Negro","Piên","0,45","1,35","905"
"Soja (em grão)","2002","S","RS","Centro Ocidental Rio-grandense","Santa Maria","São Martinho da Serra","10,5","25,169","11355"
"Soja (em grão)","2011","S","SC","Oeste Catarinense","Concórdia","Ipira","0,06","0,18","126"
"Soja (em grão)","2004","S","RS","Noroeste Rio-grandense","Três Passos","Nova Candelária","3,9","2,621","1806"
"Soja (em grão)","2006","S","RS","Metropolitana de Porto Alegre","Osório","Caraá","","",""
"Soja (em grão)","2018","S","PR","Sudoeste Paranaense","Francisco Beltrão","Barracão","2,4","9,12",""
"Soja (em grão)","1998","S","RS","Noroeste Rio-grandense","Três Passos","Bom Progresso","5,5","11,22","2382"
"Soja (em grão)","2003","S","RS","Noroeste Rio-grandense","Cerro Largo","Campina das Missões","7,5","17,1","9231"
"Soja (em grão)","2018","S","RS","Centro Oriental Rio-grandense","Lajeado-Estrela","Arroio do Meio","1,1","3,602",""
"Soja (em grão)","2005","S","SC","Vale do Itajaí","Blumenau","Guabiruba","","",""
"Soja (em grão)","2017","S","RS","Noroeste Rio-grandense","Carazinho","Carazinho","38,5","157,08","157394"
"Soja (em grão)","1992","S","PR","Norte Pioneiro Paranaense","Cornélio Procópio","Santo Antônio do Paraíso","3,5","5,555","1,36956"
"Soja (em grão)","2013","S","RS","Noroeste Rio-grandense","Ijuí","Bozano","12","33,84","29173"
